Year,Branch Code,Seat_Intake
2021,414424610,60
2021,414429310,60
2021,414461210,60
2021,414519110,60
2021,414524210,90
2021,414529310,60
2021,414537210,30
2021,414561210,60
2021,414599510,60
2021,414719110,120
2021,414724210,120
2021,414724610,60
2021,414729310,90
2021,414737210,60
2021,414761210,60
2021,414799510,60
2021,415108210,60
2021,415100210,60
2021,415119110,60
2021,415124210,60
2021,415124610,60
2021,415129310,60
2021,415137010,60
2021,415161210,60
2021,417219110,60
2021,417224210,120
2021,417226310,30
2021,417229310,60
2021,417237210,60
2021,417261210,60
2021,417519110,60
2021,417524210,60
2021,417537210,60
2021,417561210,60
2021,417719110,60
2021,417724210,60
2021,417724610,60
2021,417737010,60
2021,417761210,60
2021,418119110,30
2021,418124510,60
2021,418137210,30
2021,418161210,30
2021,419219110,60
2021,419224210,60
2021,419235610,60
2021,419261210,60
2021,419519110,60
2021,419524210,60
2021,419529310,60
2021,419561210,60
2021,419619110,120
2021,419624210,60
2021,419661210,120
2021,419719110,30
2021,419724210,30
2021,419729310,30
2021,419737010,30
2021,419761210,30
2021,428519110,60
2021,428524610,60
2021,428529310,60
2021,428561210,120
2021,430219110,30
2021,430224510,54
2021,430261210,30
2021,461319110,60
2021,461324510,60
2021,461329310,60
2021,461337210,30
2021,461361210,120
2021,464819110,60
2021,464829310,30
2021,464861210,30
2021,100550310,15
2021,100551710,15
2021,100552410,15
2021,100552710,15
2021,110124210,60
2021,110124610,60
2021,110135610,60
2021,110137210,120
2021,110161210,60
2021,110519110,180
2021,110524210,180
2021,110524610,120
2021,110537210,120
2021,110561210,180
2021,110719110,60
2021,110724210,180
2021,110729310,60
2021,110737210,60
2021,110761210,60
2021,110799510,60
2021,111419110,60
2021,111424210,180
2021,111424610,120
2021,111437210,120
2021,111461210,60
2021,111619110,60
2021,111624210,120
2021,111650710,60
2021,111661210,60
2021,111719110,120
2021,111724210,60
2021,111735610,30
2021,111761210,60
2021,111799510,60
2021,111924210,60
2021,111924610,60
2021,111937210,60
2021,111950710,45
2021,111961210,60
2021,112019110,60
2021,112024210,60
2021,112029310,60
2021,112037210,30
2021,112050710,30
2021,112061210,60
2021,112089310,30
2021,112124210,60
2021,112124610,60
2021,112137210,30
2021,112161210,30
2021,112319110,120
2021,112324210,60
2021,112337210,60
2021,112361210,60
2021,112519110,60
2021,112524210,30
2021,112529310,30
2021,112561210,60
2021,112619110,60
2021,112624210,30
2021,112629310,60
2021,112637210,30
2021,112661210,60
2021,112719110,60
2021,112724510,60
2021,112729310,60
2021,112737210,30
2021,112761210,60
2021,112819110,120
2021,112824210,120
2021,112824610,120
2021,112829310,60
2021,112837210,60
2021,113019110,30
2021,113024210,30
2021,113035610,30
2021,113037210,30
2021,113061210,30
2021,118019110,60
2021,118024210,30
2021,118029310,60
2021,118061210,60
2021,118219110,60
2021,118224210,60
2021,118229310,60
2021,118261210,60
2021,126519110,60
2021,126524210,60
2021,126535610,60
2021,126537210,60
2021,126561210,60
2021,126819110,30
2021,126824210,30
2021,126835610,30
2021,126837210,30
2021,126861210,30
2021,127619110,27
2021,127624510,27
2021,127629310,27
2021,127661210,27
2021,510819110,60
2021,510824510,60
2021,510824610,60
2021,510837210,60
2021,510846410,40
2021,510861210,120
2021,510919110,60
2021,510924510,120
2021,510924610,60
2021,510929310,60
2021,510937210,60
2021,510961210,60
2021,510991610,60
2021,510999510,60
2021,512119110,120
2021,512121910,60
2021,512124510,120
2021,512124610,60
2021,512125710,60
2021,512129310,120
2021,512137210,120
2021,512150710,60
2021,512161210,120
2021,512199510,120
2021,512419110,60
2021,512424510,60
2021,512424610,60
2021,512429310,180
2021,512461210,120
2021,512524510,60
2021,512524610,60
2021,512529310,60
2021,512550710,60
2021,512561210,60
2021,513019110,60
2021,513024510,30
2021,513029310,30
2021,513061210,120
2021,513919110,60
2021,513924510,60
2021,513924610,30
2021,513937210,60
2021,513946410,30
2021,513950710,60
2021,513961210,60
2021,513984410,60
2021,513991610,60
2021,515119110,60
2021,515124510,120
2021,515124610,60
2021,515129310,60
2021,515137210,60
2021,515161210,120
2021,515199510,60
2021,516119110,60
2021,516124610,60
2021,516125710,60
2021,516129310,60
2021,516137210,60
2021,516161210,60
2021,516219110,120
2021,516224510,120
2021,516224610,60
2021,516229310,60
2021,516237210,60
2021,516261210,120
2021,516284410,60
2021,516291610,60
2021,517319110,60
2021,517324510,120
2021,517337210,30
2021,517361210,90
2021,517399510,60
2021,517719110,120
2021,517724510,60
2021,517724610,60
2021,517729310,60
2021,517737210,60
2021,517761210,120
2021,517799510,60
2021,517919110,60
2021,517924510,60
2021,517961210,60
2021,517962510,30
2021,518119110,60
2021,518124510,120
2021,518129310,120
2021,518137210,60
2021,518161210,120
2021,518219110,120
2021,518224510,60
2021,518229310,30
2021,518237210,60
2021,518261210,120
2021,518419110,27
2021,518424510,27
2021,518429310,30
2021,518437210,27
2021,518461210,27
2021,530319110,60
2021,530324510,60
2021,530329310,60
2021,530337210,60
2021,530361210,60
2021,533024510,60
2021,533024610,60
2021,533037210,60
2021,533061210,60
2021,533099510,60
2021,533119110,120
2021,533124510,60
2021,533129310,60
2021,533137210,60
2021,533161210,120
2021,538019110,60
2021,538024510,60
2021,538029310,60
2021,538037210,60
2021,538061210,60
2021,538219110,60
2021,538224510,60
2021,538237210,30
2021,538261210,60
2021,539019110,60
2021,539024510,60
2021,539029310,60
2021,539061210,60
2021,539092110,30
2021,539919110,60
2021,539924510,60
2021,539929310,30
2021,539961210,60
2021,540119110,45
2021,540124510,45
2021,540129310,45
2021,540161210,45
2021,540819110,60
2021,540824510,30
2021,540829310,30
2021,540837210,30
2021,540861210,60
2021,540924510,30
2021,540929310,30
2021,540937210,30
2021,540961210,60
2021,541119110,60
2021,541124510,60
2021,541129310,60
2021,541137210,30
2021,541161210,60
2021,541819110,60
2021,541824510,120
2021,541829310,60
2021,541861210,60
2021,600419110,60
2021,600424510,60
2021,600437210,60
2021,600446410,60
2021,600460210,60
2021,600461210,60
2021,612219110,120
2021,612224510,60
2021,612237210,60
2021,612261210,240
2021,613819110,120
2021,613824510,60
2021,613824610,60
2021,613837210,30
2021,613861210,120
2021,613924510,120
2021,613924610,120
2021,613929310,120
2021,613937210,120
2021,613961210,180
2021,613984410,60
2021,613992110,60
2021,613999510,60
2021,614419110,60
2021,614424510,150
2021,614424610,60
2021,614437210,30
2021,614461210,90
2021,614524510,120
2021,614524610,60
2021,614529310,60
2021,614537210,120
2021,614561210,180
2021,614919110,60
2021,614924510,120
2021,614924610,30
2021,614937210,60
2021,614961210,60
2021,615624510,120
2021,615624610,60
2021,615629310,60
2021,615637210,120
2021,615661210,120
2021,615699510,60
2021,616019110,180
2021,616024510,60
2021,616037210,120
2021,616061210,240
2021,617708210,60
2021,617719110,180
2021,617724510,180
2021,617724610,120
2021,617737210,240
2021,617750710,60
2021,617760610,30
2021,617761210,270
2021,617824510,300
2021,617824610,120
2021,617837210,300
2021,617861210,330
2021,617919110,60
2021,617924510,120
2021,617961210,60
2021,618219110,120
2021,618224510,120
2021,618224610,60
2021,618237210,120
2021,618261210,90
2021,618324510,54
2021,618337210,30
2021,618361210,54
2021,618419110,60
2021,618424510,60
2021,618424610,60
2021,618429310,60
2021,618437210,60
2021,618461210,120
2021,618524510,180
2021,618524610,60
2021,618529310,60
2021,618537210,90
2021,618561210,210
2021,618719110,120
2021,618724510,180
2021,618724610,60
2021,618737210,90
2021,618761210,150
2021,620319110,60
2021,620324510,120
2021,620361210,60
2021,620362410,30
2021,620399510,30
2021,620624510,120
2021,620624610,60
2021,620637210,30
2021,620646610,30
2021,620661210,60
2021,620719110,120
2021,620724510,240
2021,620724610,60
2021,620729310,60
2021,620737210,180
2021,620746610,30
2021,620761210,180
2021,620791610,60
2021,620799510,180
2021,627124510,240
2021,627124610,180
2021,627137210,240
2021,627219110,120
2021,627221910,60
2021,627224510,120
2021,627224610,120
2021,627237210,120
2021,627246610,60
2021,627261210,120
2021,627299510,120
2021,627424510,60
2021,627424610,60
2021,627429310,60
2021,627437210,120
2021,627461210,120
2021,627484310,60
2021,627499510,60
2021,627519110,60
2021,627524510,90
2021,627524610,60
2021,627529310,60
2021,627537210,60
2021,627561210,60
2021,627819110,120
2021,627824510,120
2021,627829310,60
2021,627837210,60
2021,627850710,60
2021,627861210,120
2021,627862510,60
2021,627862610,60
2021,628124510,180
2021,628137210,120
2021,628161210,120
2021,628224510,120
2021,628224610,60
2021,628229310,60
2021,628237210,120
2021,628246610,60
2021,628299510,120
2021,628419110,60
2021,628424510,60
2021,628424610,60
2021,628429310,60
2021,628437210,60
2021,628461210,60
2021,628499510,60
2021,629819110,60
2021,629821910,60
2021,629824510,180
2021,629824610,120
2021,629829310,120
2021,629837210,60
2021,629861210,180
2021,629899510,60
2021,630719110,45
2021,630724510,90
2021,630724610,45
2021,630737210,60
2021,630760210,60
2021,630761210,60
2021,631024510,120
2021,631024610,60
2021,631037210,60
2021,631061210,60
2021,631124510,120
2021,631124610,60
2021,631129310,60
2021,631137210,60
2021,631161210,120
2021,631919110,60
2021,631924510,120
2021,631929310,60
2021,631937210,60
2021,631961210,60
2021,632019110,120
2021,632024510,120
2021,632029310,30
2021,632037210,30
2021,632061210,90
2021,632224510,30
2021,632237210,30
2021,632261210,30
2021,632419110,60
2021,632424510,60
2021,632437210,60
2021,632461210,60
2021,632519110,30
2021,632524510,60
2021,632529310,30
2021,632537210,30
2021,632561210,60
2021,632592110,60
2021,660919110,60
2021,660924510,60
2021,660926310,60
2021,660937210,30
2021,660961210,60
2021,662224510,90
2021,662237210,30
2021,662261210,60
2021,662292110,30
2021,662299510,30
2021,662519110,23
2021,662524510,15
2021,662529310,23
2021,662561210,30
2021,662819110,60
2021,662824510,60
2021,662829310,60
2021,662837210,30
2021,662861210,60
2021,663219110,30
2021,663224510,60
2021,663229310,30
2021,663237210,30
2021,663261210,60
2021,663292110,60
2021,663419110,60
2021,663424510,60
2021,663424610,60
2021,663437210,60
2021,663461210,60
2021,663519110,60
2021,663524510,60
2021,663529310,30
2021,663537210,30
2021,663561210,60
2021,664919110,120
2021,664924510,60
2021,664929310,60
2021,664937210,60
2021,664961210,120
2021,673219110,60
2021,673224510,120
2021,673237210,60
2021,673261210,60
2021,673299510,120
2021,675424510,120
2021,675424610,120
2021,675437210,60
2021,675519110,120
2021,675524510,60
2021,675537210,60
2021,675561210,240
2021,675819110,30
2021,675824510,30
2021,675837210,30
2021,675861210,30
2021,675892110,30
2021,675899510,30
2021,675919110,60
2021,675924510,60
2021,675929310,30
2021,675961210,60
2021,675999510,60
2021,676724510,60
2021,676761210,60
2021,676799510,60
2021,676819110,60
2021,676824510,60
2021,676861210,60
2021,676919110,90
2021,676924510,120
2021,676924610,60
2021,676937210,60
2021,676961210,150
2021,677024510,120
2021,677024610,60
2021,677061210,30
2021,677224510,120
2021,677224610,60
2021,677229310,60
2021,677237210,60
2021,677261210,150
2021,678619110,120
2021,678624510,60
2021,678637210,60
2021,678660210,60
2021,678661210,120
2021,679419110,60
2021,679424510,60
2021,679424610,60
2021,679437210,30
2021,679461210,60
2021,679499510,30
2021,679519110,30
2021,679524510,60
2021,679529310,30
2021,679561210,36
2021,679619110,60
2021,679624510,60
2021,679637210,60
2021,679661210,60
2021,680219110,60
2021,680224510,120
2021,680237210,60
2021,680250710,60
2021,680261210,120
2021,680299510,120
2021,680824510,120
2021,680837210,54
2021,680861210,60
2021,681519110,30
2021,681524510,30
2021,681561210,120
2021,682219110,60
2021,682224510,120
2021,682237210,60
2021,682261210,60
2021,683424510,180
2021,683426310,60
2021,602819110,60
2021,602825410,60
2021,602837210,60
2021,602850310,60
2021,602850710,60
2021,602861210,60
2021,627719110,120
2021,627724510,60
2021,627724610,60
2021,627737210,60
2021,627761210,60
2021,628819110,60
2021,628824210,60
2021,628837210,60
2021,628861210,60
2021,630319110,60
2021,630324210,60
2021,630337210,60
2021,630361210,60
2021,678019110,60
2021,678024210,120
2021,678029310,60
2021,678061210,60
2021,680319110,60
2021,680324210,60
2021,680329310,60
2021,680337210,60
2021,680361210,60
2021,683919110,60
2021,683924210,120
2021,683929310,60
2021,687819110,120
2021,687829310,60
2021,687861210,120
2022,100219110,60
2022,100224210,60
2022,100224610,60
2022,100229310,60
2022,100237210,60
2022,100246610,30
2022,100261210,60
2022,200819110,60
2022,200824210,60
2022,200824610,60
2022,200829310,60
2022,200837210,60
2022,200861210,60
2022,202019110,60
2022,202024210,120
2022,202024610,60
2022,202029310,30
2022,202037210,120
2022,202046610,40
2022,202050710,30
2022,202060610,60
2022,202061210,60
2022,202089610,30
2022,203290410,60
2022,211301110,30
2022,211319110,180
2022,211324210,180
2022,211325710,60
2022,211326310,60
2022,211329310,120
2022,211350110,60
2022,211361210,120
2022,211384410,120
2022,211399510,60
2022,301219110,60
2022,301224510,60
2022,301224610,60
2022,301229310,60
2022,301237210,60
2022,301237610,60
2022,301261210,60
2022,301262610,60
2022,301289610,60
2022,301419110,60
2022,301429310,60
2022,301461210,60
2022,303650710,75
2022,303651110,18
2022,303651210,16
2022,303651310,18
2022,303651410,34
2022,303651910,16
2022,303653410,16
2022,303672910,16
2022,313924510,120
2022,313924610,120
2022,313937210,120
2022,313946110,60
2022,313990010,120
2022,317625310,30
2022,317692110,60
2022,317699510,120
2022,317619110,60
2022,317624510,180
2022,317624610,180
2022,317625910,60
2022,317637210,120
2022,317661210,60
2022,317690010,60
2022,317691010,60
2022,319924510,180
2022,319924610,180
2022,319926310,60
2022,319937210,180
2022,319961210,180
2022,319991210,120
2022,319992010,60
2022,319992110,60
2022,320724510,180
2022,320724610,120
2022,320737210,90
2022,320760210,60
2022,320761210,90
2022,320790010,90
2022,320924510,120
2022,320924610,60
2022,320937210,120
2022,320999510,60
2022,321524510,120
2022,321537210,120
2022,321591110,60
2022,321591210,60
2022,411519110,60
2022,411524210,180
2022,411524610,60
2022,411529310,30
2022,411537010,120
2022,411546110,30
2022,411561210,60
2022,411590010,120
2022,411591010,60
2022,411591110,180
2022,411591210,120
2022,411619110,60
2022,411624210,180
2022,411624610,180
2022,411626010,60
2022,411626710,60
2022,411629310,60
2022,411637210,60
2022,411637610,60
2022,411661210,60
2022,411691110,120
2022,411691310,60
2022,411691710,60
2022,411699710,120
2022,413619110,60
2022,413624210,60
2022,413629310,60
2022,413637210,60
2022,413699710,60
2022,413724210,180
2022,413726310,60
2022,413729310,30
2022,413737210,60
2022,413761210,30
2022,413792110,60
2022,413819110,60
2022,413824210,60
2022,413824610,60
2022,413829310,60
2022,413837210,60
2022,413861210,60
2022,413891210,60
2022,413899710,60
2022,414229310,60
2022,414237210,60
2022,414299710,180
2022,414219110,60
2022,414224210,180
2022,414224610,60
2022,414261210,60
2022,414291010,60
2022,414291710,60
2022,415100210,60
2022,415108210,60
2022,415119110,120
2022,415124210,120
2022,415124610,60
2022,415129310,120
2022,415137010,60
2022,415161210,120
2022,415191210,60
2022,416719110,120
2022,416724210,120
2022,416724610,120
2022,416725110,120
2022,416725710,60
2022,416726710,60
2022,416735610,120
2022,416737210,180
2022,416737610,120
2022,416761210,120
2022,416791110,60
2022,416799510,60
2022,417419110,60
2022,417424510,120
2022,417424610,60
2022,417426010,60
2022,417426210,60
2022,417426510,60
2022,417429310,60
2022,417437210,60
2022,417461210,60
2022,417491210,60
2022,417499710,60
2022,500419110,60
2022,500424510,60
2022,500429310,60
2022,500437210,60
2022,500446610,60
2022,500461210,60
2022,512119110,120
2022,512124510,120
2022,512124610,60
2022,512125710,60
2022,512129310,120
2022,512137210,120
2022,512150710,60
2022,512161210,120
2022,512191910,60
2022,512199510,120
2022,515219110,60
2022,515224210,120
2022,515224610,30
2022,515229310,30
2022,515237210,30
2022,515261210,60
2022,515291110,60
2022,515291210,60
2022,515291310,60
2022,516019110,120
2022,516024510,120
2022,516024610,120
2022,516029310,60
2022,516061210,120
2022,516062410,60
2022,516084410,60
2022,516091510,60
2022,517219110,60
2022,517224510,180
2022,517229310,60
2022,517237210,120
2022,517261210,60
2022,517291210,60
2022,517292110,60
2022,600519110,60
2022,600524610,60
2022,600529310,60
2022,600537210,60
2022,600561210,60
2022,600619110,75
2022,600624510,150
2022,600629310,75
2022,600637210,75
2022,600646410,38
2022,600661210,150
2022,600662710,75
2022,600669410,75
2022,600719110,60
2022,600724210,90
2022,600724610,60
2022,600729310,60
2022,600737610,60
2022,600761210,60
2022,614119110,120
2022,614124510,120
2022,614124610,120
2022,614126210,60
2022,614129310,60
2022,614137210,120
2022,614161210,180
2022,614191610,60
2022,614619110,60
2022,614624510,180
2022,614637210,120
2022,614637610,60
2022,614650710,60
2022,614661210,180
2022,615519110,60
2022,615524510,180
2022,615524610,180
2022,615526010,60
2022,615529310,60
2022,615537210,90
2022,615561210,60
2022,615591110,120
2022,615591310,180
2022,615591710,60
2022,617519110,60
2022,617524510,240
2022,617524610,120
2022,617527110,60
2022,617537210,180
2022,617561210,180
2022,617591110,60
2022,621419110,60
2022,621424510,120
2022,621426410,30
2022,621429310,60
2022,621437210,60
2022,621450410,60
2022,621456810,60
2022,621461210,120
2022,621462410,60
2022,621491110,60
2022,622219110,60
2022,622224210,120
2022,622226310,60
2022,622229310,60
2022,622237210,120
2022,622257010,30
2022,622261210,60
2022,622288610,30
2022,622289010,60
2022,622289510,30
2022,622289610,60
2022,622291310,120
2022,625019110,120
2022,625024210,180
2022,625037210,60
2022,625050710,60
2022,625061210,120
2022,625091110,60
2022,625091210,120
2022,626519110,60
2022,626524210,180
2022,626524610,120
2022,626537210,120
2022,626561510,60
2022,626584410,60
2022,626708210,30
2022,626719110,120
2022,626724210,180
2022,626726210,60
2022,626729310,60
2022,626737210,120
2022,626761210,180
2022,626791110,120
2022,626791210,60
2022,626792210,60
2022,626819110,120
2022,626824210,180
2022,626837210,60
2022,626850710,60
2022,626861210,180
2022,627324510,240
2022,627324610,180
2022,627337210,180
2022,627346410,60
2022,627350710,60
2022,627361210,180
2022,627391110,60
2022,627391310,60
2022,627399510,180
2022,628224510,120
2022,628224610,60
2022,628229310,60
2022,628237210,120
2022,628246610,60
2022,628299510,120
2022,628300210,60
2022,628301210,60
2022,628319110,60
2022,628324210,120
2022,628326310,60
2022,628329310,120
2022,628350310,60
2022,628361210,120
2022,628392010,60
2022,628919110,60
2022,628924510,240
2022,628924610,180
2022,628937210,180
2022,628961210,120
2022,628991110,60
2022,628991310,60
2022,628999510,180
2022,631719110,60
2022,631724210,180
2022,631729310,60
2022,631761210,60
2022,631762410,60
2022,631784410,120
2022,631791610,60
2022,631799510,60
2022,202150310,10
2022,202181610,12
2022,211119110,30
2022,211124210,30
2022,211129310,30
2022,211161210,60
2022,213719110,90
2022,213724210,30
2022,213729710,30
2022,213761210,60
2022,214619110,30
2022,214629710,30
2022,214661210,30
2022,251619110,30
2022,251624210,45
2022,251629710,30
2022,251661210,30
2022,101219110,60
2022,101224510,60
2022,101229310,60
2022,101237210,60
2022,101261210,60
2022,211219110,60
2022,211224210,120
2022,211229310,60
2022,211261210,60
2022,211284410,60
2022,211291210,60
2022,211419110,120
2022,211424210,120
2022,211437210,120
2022,211461210,120
2022,211491110,60
2022,211619110,60
2022,211624210,60
2022,211629310,60
2022,211629710,30
2022,211661210,60
2022,211691110,30
2022,212719110,60
2022,212724210,120
2022,212724610,60
2022,212737210,60
2022,212761210,60
2022,212919110,60
2022,212924210,60
2022,212924610,60
2022,212929810,60
2022,212937610,60
2022,212961210,60
2022,213019110,60
2022,213024210,60
2022,213037210,60
2022,213061210,60
2022,213099510,60
2022,213119110,60
2022,213124210,60
2022,213137210,30
2022,213161210,30
2022,213319110,60
2022,213324210,120
2022,213329310,60
2022,213361210,30
2022,213384410,60
2022,213419110,60
2022,213424210,60
2022,213429310,60
2022,213461510,60
2022,213484410,30
2022,213491210,60
2022,213519110,60
2022,213524210,120
2022,213561210,60
2022,213591110,60
2022,213619110,60
2022,213624210,60
2022,213624610,60
2022,213629310,60
2022,213637210,60
2022,213661210,60
2022,213691210,30
2022,213692110,30
2022,213819110,60
2022,213824210,60
2022,213829310,30
2022,213861210,60
2022,225019110,36
2022,225024210,15
2022,225029310,54
2022,225037210,15
2022,225061210,54
2022,225219110,60
2022,225224210,60
2022,225229710,30
2022,225261210,60
2022,225419110,60
2022,225424510,60
2022,225429310,60
2022,225437210,60
2022,225461210,60
2022,250819110,60
2022,250824510,60
2022,250829310,60
2022,250850310,60
2022,250861210,60
2022,250891410,60
2022,252219110,60
2022,252224510,60
2022,252237210,60
2022,252261210,60
2022,253319110,60
2022,253324210,120
2022,253329310,60
2022,253361210,60
2022,253384410,60
2022,253399510,60
2022,303319110,46
2022,303324510,46
2022,303324610,46
2022,303329310,46
2022,303337210,76
2022,303337810,25
2022,303350710,46
2022,303352710,46
2022,303361210,46
2022,304229310,60
2022,304250410,60
2022,304262410,60
2022,304291810,60
2022,304299510,60
2022,413519110,60
2022,413524210,90
2022,413524610,60
2022,413529310,60
2022,413537210,30
2022,413561210,60
2022,414119110,60
2022,414124510,120
2022,414161210,30
2022,414199510,30
2022,416319110,60
2022,416324210,120
2022,416329310,60
2022,416337010,60
2022,416361210,90
2022,416370110,60
2022,418819110,60
2022,418824210,60
2022,418829310,60
2022,418837210,30
2022,418850310,60
2022,418861210,60
2022,418870110,120
2022,419019110,60
2022,419024210,60
2022,419029310,60
2022,419037010,30
2022,419061210,60
2022,419324210,60
2022,419329310,60
2022,419337010,30
2022,419361210,120
2022,464919110,60
2022,464924510,120
2022,464929310,60
2022,464961210,60
2022,510319110,60
2022,510324510,120
2022,510337210,60
2022,510337610,60
2022,510361210,60
2022,510624510,120
2022,510629310,60
2022,510661210,60
2022,510684410,60
2022,516419110,60
2022,516424510,60
2022,516429310,60
2022,516437210,48
2022,516446610,48
2022,516461210,60
2022,516819110,60
2022,516824510,60
2022,516837210,60
2022,516861210,60
2022,517019110,60
2022,517024210,60
2022,517029310,60
2022,517037210,30
2022,517061210,60
2022,517099410,30
2022,517099510,60
2022,517124510,120
2022,517129310,60
2022,517137210,30
2022,517161210,60
2022,524425710,60
2022,524491610,60
2022,524492210,60
2022,539619110,30
2022,539624510,30
2022,539629310,30
2022,539661210,30
2022,544919110,60
2022,544924510,60
2022,544924610,60
2022,544929310,60
2022,544961210,60
2022,621719110,60
2022,621724210,180
2022,621729310,60
2022,621737210,60
2022,621761210,90
2022,621919110,54
2022,621924210,54
2022,621929310,30
2022,621937210,30
2022,621946110,54
2022,621961210,54
2022,622319110,120
2022,622324210,120
2022,622329310,60
2022,622337210,60
2022,622361210,120
2022,622399510,60
2022,626919110,120
2022,626924210,60
2022,626937210,60
2022,626946410,30
2022,626950710,60
2022,626961210,60
2022,626962410,60
2022,626990010,60
2022,626992510,60
2022,626992610,60
2022,627019110,60
2022,627024210,120
2022,627037210,60
2022,627061210,60
2022,630419110,60
2022,630424210,60
2022,630437210,30
2022,630461210,30
2022,630492110,60
2022,630492610,60
2022,630519110,18
2022,630524210,18
2022,630524610,18
2022,630537210,36
2022,630561210,36
2022,630819110,60
2022,630824510,60
2022,630837210,60
2022,630861210,60
2022,631319110,60
2022,631324510,60
2022,631329310,60
2022,631337210,30
2022,631361210,60
2022,631519110,60
2022,631524210,120
2022,631529310,60
2022,631561210,60
2022,631824210,30
2022,631829310,30
2022,631861210,30
2022,632119110,60
2022,632124210,60
2022,632129310,60
2022,632137210,30
2022,632161210,30
2022,632199510,60
2022,632619110,60
2022,632624210,60
2022,632637210,60
2022,632661210,60
2022,641924210,180
2022,641937010,60
2022,641961210,60
2022,641991310,60
2022,646619110,60
2022,646624210,60
2022,646629310,60
2022,646661210,60
2022,654519110,60
2022,654524210,120
2022,654529310,30
2022,654537210,30
2022,654561210,90
2022,664419110,30
2022,664424510,30
2022,664429310,30
2022,664437210,30
2022,664461210,30
2022,675619110,60
2022,675624210,120
2022,675626310,30
2022,675629310,30
2022,675661210,60
2022,675719110,30
2022,675724210,120
2022,675729310,30
2022,675737210,30
2022,675761210,30
2022,675799510,30
2022,676219110,45
2022,676224210,45
2022,676229310,45
2022,676237210,45
2022,676261210,135
2022,676619110,30
2022,676624510,60
2022,676637210,30
2022,676661210,90
2022,678119110,60
2022,678124210,60
2022,678137210,60
2022,678161210,120
2022,678219110,30
2022,678224210,45
2022,678229310,30
2022,678261210,45
2022,679719110,45
2022,679724210,60
2022,679729310,30
2022,679737210,60
2022,679761210,30
2022,679924210,60
2022,679924510,60
2022,679929310,30
2022,400419110,60
2022,400424210,60
2022,400429310,60
2022,400437210,60
2022,400446610,30
2022,400461210,60
2022,500350310,15
2022,500350710,60
2022,500350810,15
2022,500351810,15
2022,500352310,15
2022,510419110,60
2022,510424510,180
2022,510429310,60
2022,510437210,30
2022,510450710,30
2022,510461210,30
2022,516919110,60
2022,516924510,60
2022,516929310,30
2022,516937210,30
2022,516961210,60
2022,532219110,60
2022,532229310,30
2022,532261210,30
2022,538119110,60
2022,538124210,60
2022,538129310,60
2022,538161210,60
2022,313524510,120
2022,313524610,60
2022,313537210,120
2022,313561210,120
2022,313599510,60
2022,314624510,60
2022,314624610,60
2022,314629310,90
2022,314637210,60
2022,314661210,60
2022,314692010,60
2022,314699510,60
2022,314824510,180
2022,314824610,120
2022,314825210,60
2022,314837210,60
2022,314890010,120
2022,314899510,60
2022,315419110,180
2022,315424510,60
2022,315424610,60
2022,315460210,60
2022,315461210,120
2022,315491110,60
2022,315491210,60
2022,317519110,120
2022,317524510,120
2022,317524610,60
2022,317529310,60
2022,317537210,60
2022,317546110,30
2022,317550710,60
2022,317561210,120
2022,318224510,180
2022,318224610,120
2022,318237210,60
2022,318250710,60
2022,318299510,120
2022,318319110,60
2022,318324510,60
2022,318324610,60
2022,318337210,60
2022,318361210,60
2022,318391110,60
2022,318392010,60
2022,318424510,120
2022,318461210,60
2022,318490010,60
2022,318499510,60
2022,318524510,180
2022,318524610,180
2022,318526110,60
2022,318537210,120
2022,318591610,60
2022,318599510,120
2022,318719110,120
2022,318724510,120
2022,318724610,120
2022,318737210,60
2022,318750710,60
2022,318761210,60
2022,318791810,60
2022,318799510,120
2022,318824510,120
2022,318824610,120
2022,318826310,60
2022,318924510,60
2022,318924610,60
2022,318937210,120
2022,318946610,60
2022,318950710,60
2022,318961210,120
2022,319019110,60
2022,319024510,180
2022,319024610,60
2022,319026310,60
2022,319037210,120
2022,319037610,60
2022,319061210,120
2022,319062410,60
2022,319224510,60
2022,319229310,60
2022,319261210,60
2022,319291110,60
2022,319292010,60
2022,319324510,90
2022,319324610,40
2022,319337210,60
2022,319350710,60
2022,319361210,60
2022,319392110,30
2022,319419110,60
2022,319424510,180
2022,319424610,60
2022,319437210,60
2022,319461210,60
2022,319491210,60
2022,319499510,60
2022,319624510,120
2022,319629310,60
2022,319637210,60
2022,319661210,60
2022,319691110,120
2022,319691210,60
2022,319692010,60
2022,319724510,120
2022,319724610,60
2022,319729310,60
2022,319737210,60
2022,319761210,120
2022,319824210,60
2022,319824510,60
2022,319824610,60
2022,319861210,60
2022,319899510,60
2022,320024610,60
2022,320029310,60
2022,320037210,60
2022,320050710,30
2022,320061210,90
2022,320091110,60
2022,320119110,60
2022,320124510,60
2022,320161210,60
2022,320190010,60
2022,320199510,60
2022,320224510,60
2022,320260210,30
2022,320261210,60
2022,320324510,120
2022,320324610,120
2022,320329310,60
2022,320337210,120
2022,320390010,60
2022,320424510,120
2022,320424610,120
2022,320429310,60
2022,320437210,120
2022,320461210,60
2022,320624510,60
2022,320629310,60
2022,320661210,60
2022,320662410,30
2022,320691110,60
2022,320824510,60
2022,320824610,60
2022,320837210,60
2022,320861210,120
2022,321024510,90
2022,321024610,60
2022,321037210,90
2022,321124510,120
2022,321124610,60
2022,321137210,60
2022,321161210,60
2022,321190010,60
2022,321192010,60
