Year,Branch Code,Seat_Intake
2020,211661210,60
2020,211692310,30
2020,212619110,60
2020,212619120,60
2020,212624210,120
2020,212629310,60
2020,212637210,60
2020,212661210,120
2020,212719110,60
2020,212724210,120
2020,212724610,60
2020,212737210,60
2020,212761210,60
2020,212919110,60
2020,212924210,60
2020,212924610,60
2020,212929810,60
2020,212937610,60
2020,212961210,60
2020,213019110,60
2020,213024210,60
2020,213037210,60
2020,213061210,90
2020,213119110,60
2020,213124210,60
2020,213137210,60
2020,213161210,30
2020,213319110,60
2020,213324210,60
2020,213329310,60
2020,213337210,60
2020,213357510,30
2020,213361210,60
2020,213419110,60
2020,213424210,90
2020,213429310,90
2020,213437210,30
2020,213461210,60
2020,213519110,30
2020,213524210,60
2020,213561210,60
2020,213619110,60
2020,213624510,60
2020,213624610,60
2020,213629310,60
2020,213637210,60
2020,213653410,60
2020,213661210,60
2020,213819110,60
2020,213824210,60
2020,213829310,30
2020,213861210,60
2020,225019110,36
2020,225024210,15
2020,225029310,54
2020,225037210,15
2020,225061210,54
2020,225219110,60
2020,225224210,60
2020,225229710,30
2020,225261210,60
2020,225419110,60
2020,225424510,60
2020,225429310,60
2020,225437210,60
2020,225461210,60
2020,252219110,60
2020,252224510,60
2020,252237210,60
2020,252261210,60
2020,253319110,60
2020,253324210,120
2020,253329310,60
2020,253337210,60
2020,253361210,60
2020,253399510,60
2020,257319110,60
2020,257324510,60
2020,257329310,60
2020,257361210,60
2020,257391410,60
2020,303319110,46
2020,303324510,46
2020,303324610,46
2020,303329310,46
2020,303337210,76
2020,303350710,46
2020,303352710,46
2020,303361210,46
2020,416319110,60
2020,416324210,120
2020,416329310,60
2020,416337010,60
2020,416361210,90
2020,416370110,60
2020,418819110,60
2020,418824210,60
2020,418829310,60
2020,418837210,30
2020,418850310,60
2020,418861210,60
2020,418870110,120
2020,419019110,60
2020,419024210,60
2020,419029310,60
2020,419037010,30
2020,419061210,60
2020,419324210,60
2020,419329310,60
2020,419337010,30
2020,419361210,120
2020,464919110,60
2020,464924510,60
2020,464929310,60
2020,464961210,60
2020,510319110,60
2020,510324510,120
2020,510337210,60
2020,510337610,60
2020,510361210,60
2020,510624510,60
2020,510629310,60
2020,510637210,30
2020,510661210,60
2020,516419110,60
2020,516424510,60
2020,516429310,60
2020,516437210,48
2020,516446610,48
2020,516461210,60
2020,516819110,60
2020,516824510,60
2020,516837210,60
2020,516861210,60
2020,517019110,60
2020,517024210,60
2020,517029310,60
2020,517037210,30
2020,517061210,60
2020,517099410,30
2020,517099510,60
2020,517124510,60
2020,517129310,60
2020,517137210,30
2020,517161210,60
2020,539619110,60
2020,539624510,30
2020,539629310,30
2020,539661210,30
2020,544919110,60
2020,544924510,60
2020,544924610,60
2020,544929310,60
2020,544961210,60
2020,621719110,60
2020,621724210,60
2020,621729310,120
2020,621737210,30
2020,621761210,180
2020,621919110,60
2020,621924210,60
2020,621929310,30
2020,621937210,30
2020,621946110,60
2020,621961210,60
2020,622319110,120
2020,622324210,120
2020,622329310,60
2020,622337210,120
2020,622361210,120
2020,626919110,120
2020,626924210,60
2020,626929310,60
2020,626937210,60
2020,626937610,60
2020,626946610,30
2020,626950710,60
2020,626961210,180
2020,627019110,60
2020,627024210,120
2020,627037610,60
2020,627061210,60
2020,630419110,54
2020,630424210,60
2020,630437210,30
2020,630461210,60
2020,630519110,18
2020,630524210,18
2020,630524610,18
2020,630537210,36
2020,630561210,36
2020,630819110,60
2020,630824510,60
2020,630837210,60
2020,630861210,60
2020,631319110,30
2020,631324510,30
2020,631329310,30
2020,631337210,30
2020,631361210,30
2020,631519110,60
2020,631524210,60
2020,631529310,60
2020,631561210,60
2020,631824210,30
2020,631829310,30
2020,631861210,30
2020,632119110,60
2020,632124210,30
2020,632129310,30
2020,632137210,30
2020,632161210,30
2020,632619110,60
2020,632624210,60
2020,632637210,60
2020,632661210,60
2020,641924210,120
2020,641937010,60
2020,641961210,120
2020,641991310,60
2020,646619110,60
2020,646624210,60
2020,646629310,60
2020,646661210,60
2020,654519110,60
2020,654524210,60
2020,654529310,30
2020,654537210,60
2020,654561210,120
2020,664419110,30
2020,664424510,30
2020,664429310,30
2020,664437210,30
2020,664461210,30
2020,675619110,60
2020,675624210,60
2020,675629310,60
2020,675637210,60
2020,675661210,60
2020,675719110,30
2020,675724210,30
2020,675729310,30
2020,675737210,30
2020,675761210,60
2020,676219110,45
2020,676224210,45
2020,676229310,45
2020,676237210,45
2020,676261210,135
2020,676619110,30
2020,676624510,60
2020,676637210,30
2020,676661210,90
2020,678119110,60
2020,678124210,60
2020,678137210,60
2020,678161210,120
2020,679719110,45
2020,679724210,45
2020,679729310,45
2020,679737210,60
2020,679761210,60
2020,400419110,60
2020,400424210,60
2020,400429310,60
2020,400437210,60
2020,400446610,30
2020,400461210,60
2020,500350310,15
2020,500350710,60
2020,500350810,15
2020,500351810,15
2020,500352310,15
2020,510408210,30
2020,510419110,60
2020,510424510,120
2020,510424610,60
2020,510429310,60
2020,510437210,60
2020,510450710,30
2020,510461210,60
2020,510724510,60
2020,510760210,30
2020,510761210,60
2020,516919110,60
2020,516924510,60
2020,516929310,30
2020,516937210,30
2020,516961210,60
2020,532219110,60
2020,532224510,60
2020,532229310,60
2020,532237210,30
2020,532261210,60
2020,538119110,60
2020,538124210,60
2020,538129310,60
2020,538161210,60
2020,313524510,120
2020,313524610,60
2020,313537210,120
2020,313546610,60
2020,313561210,120
2020,313924510,120
2020,313924610,120
2020,313937210,120
2020,313937610,120
2020,313946110,60
2020,314624510,60
2020,314624610,60
2020,314629310,90
2020,314637210,60
2020,314661210,60
2020,314692010,60
2020,314699510,60
2020,314719110,60
2020,314724510,60
2020,314729310,60
2020,314761210,120
2020,314824510,180
2020,314824610,120
2020,314825210,60
2020,314837210,60
2020,314890010,120
2020,314899510,60
2020,315419110,120
2020,315419120,60
2020,315424510,60
2020,315424610,60
2020,315460210,60
2020,315461210,120
2020,315461220,60
2020,315491110,60
2020,315491210,60
2020,317519110,60
2020,317519120,60
2020,317524510,120
2020,317524610,60
2020,317529310,60
2020,317537210,60
2020,317546110,30
2020,317550710,60
2020,317561210,60
2020,317561220,60
2020,318224510,180
2020,318224610,120
2020,318237210,60
2020,318250710,60
2020,318299510,60
2020,318319110,60
2020,318324510,60
2020,318324610,60
2020,318337210,60
2020,318360210,60
2020,318361210,60
2020,318391110,60
2020,318424510,120
2020,318461210,60
2020,318490010,60
2020,318499510,60
2020,318524510,120
2020,318524520,60
2020,318524610,120
2020,318537210,120
2020,318537610,60
2020,318546610,60
2020,318599510,60
2020,318719110,120
2020,318724510,120
2020,318724610,120
2020,318737610,120
2020,318750710,60
2020,318761210,120
2020,318791810,60
2020,318824510,120
2020,318824610,120
2020,318837210,60
2020,318924510,60
2020,318924610,60
2020,318937210,120
2020,318946610,60
2020,318950710,60
2020,318961210,120
2020,319019110,60
2020,319024510,120
2020,319024520,60
2020,319024610,60
2020,319037210,120
2020,319037610,60
2020,319061210,120
2020,319062410,60
2020,319224510,60
2020,319229310,60
2020,319261210,60
2020,319291110,60
2020,319292010,60
2020,319324510,90
2020,319324610,40
2020,319337210,60
2020,319350710,60
2020,319360610,30
2020,319361210,60
2020,319419110,30
2020,319424510,60
2020,319424610,60
2020,319437210,60
2020,319446610,30
2020,319461210,60
2020,319461220,30
2020,319491210,60
2020,319499510,30
2020,319624510,120
2020,319629310,60
2020,319637210,60
2020,319661210,120
2020,319691110,60
2020,319691210,60
2020,319692010,60
2020,319724510,120
2020,319724610,60
2020,319729310,60
2020,319737210,60
2020,319761210,120
2020,319824510,60
2020,319824610,60
2020,319837210,60
2020,319861210,120
2020,320024610,60
2020,320029310,60
2020,320037210,60
2020,320050710,30
2020,320061210,120
2020,320091110,30
2020,320119110,60
2020,320124510,60
2020,320137210,30
2020,320161210,60
2020,320190010,30
2020,320199510,60
2020,320224510,60
2020,320237210,60
2020,320260210,60
2020,320261210,60
2020,320324510,120
2020,320324610,120
2020,320329310,60
2020,320337210,120
2020,320337610,60
2020,320424510,120
2020,320424610,120
2020,320429310,60
2020,320437210,120
2020,320461210,60
2020,320624510,60
2020,320629310,60
2020,320637210,60
2020,320661210,60
2020,320662410,30
2020,320691110,30
2020,320724510,180
2020,320724610,120
2020,320737210,120
2020,320760210,60
2020,320761210,120
2020,320790010,90
2020,320824510,60
2020,320824610,60
2020,320837210,60
2020,320861210,120
2020,320924510,120
2020,320924610,60
2020,320937210,120
2020,320999510,60
2020,321024510,90
2020,321024610,60
2020,321037210,90
2020,321124510,120
2020,321124610,60
2020,321137210,60
2020,321161210,60
2020,321184110,60
2020,321190010,60
2020,321224510,60
2020,321237210,60
2020,321424510,60
2020,321424610,60
2020,321437210,60
2020,321619110,60
2020,321624510,60
2020,321637210,60
2020,321650710,60
2020,321661210,60
2020,321719110,60
2020,321724510,60
2020,321737210,60
2020,321761210,120
2020,321819110,60
2020,321824510,120
2020,321824610,60
2020,321837210,30
2020,321861210,90
2020,321919110,120
2020,321924510,60
2020,321924610,30
2020,321929310,60
2020,321937210,30
2020,321961210,60
2020,321991110,60
2020,322019110,84
2020,322024510,42
2020,322024610,42
2020,322037210,42
2020,322061210,84
2020,322119110,120
2020,322124510,60
2020,322129310,60
2020,322137210,60
2020,322161210,120
2020,322219110,60
2020,322224510,60
2020,322224610,60
2020,322229310,60
2020,322237210,30
2020,322260210,60
2020,322261210,120
2020,322291110,30
2020,322319110,120
2020,322324510,120
2020,322324610,60
2020,322329310,60
2020,322337210,60
2020,322360210,60
2020,322361210,180
2020,322419110,60
2020,322424510,60
2020,322461210,60
2020,322461220,60
2020,322491110,60
2020,328691110,60
2020,335119110,60
2020,335124510,60
2020,335161210,120
2020,335191110,60
2020,335319110,120
2020,335324510,60
2020,335329310,60
2020,335361210,120
2020,342319110,60
2020,342324510,60
2020,342324610,60
2020,342337210,120
2020,342361210,120
2020,342390010,60
2020,343619110,120
2020,343624510,30
2020,343629310,60
2020,343661210,120
2020,343919110,60
2020,343919120,60
2020,343924510,60
2020,343929310,60
2020,343937210,60
2020,343961210,120
2020,344019110,90
2020,344024510,45
2020,344037210,45
2020,344061210,90
2020,344519110,54
2020,344525410,54
2020,344537210,30
2020,344561210,54
2020,344719110,60
2020,344724510,30
2020,344761210,60
2020,346019110,60
2020,346024510,120
2020,346024610,60
2020,346092110,120
2020,346092410,60
2020,346219110,30
2020,346229310,30
2020,346237210,30
2020,346246610,30
2020,346261210,60
2020,346519110,60
2020,346524510,60
2020,346529310,30
2020,346537210,30
2020,346561210,60
2020,346719110,60
2020,346724510,60
2020,346729310,60
2020,346737210,30
2020,346761210,90
2020,346791110,60
2020,347119110,60
2020,347124510,60
2020,347129310,30
2020,347161210,60
2020,347162410,60
2020,347199510,30
2020,347519110,120
2020,347524510,180
2020,347524610,120
2020,347537210,60
2020,347561210,120
2020,347719110,120
2020,347724510,60
2020,347761210,120
2020,350319110,60
2020,350324510,60
2020,350329310,60
2020,350361210,60
2020,622019110,120
2020,622024210,120
2020,622029310,60
2020,622037210,120
2020,622061210,120
2020,626519110,60
2020,626524210,120
2020,626524610,60
2020,626537210,120
2020,626537610,60
2020,626561210,120
2020,629324210,60
2020,629329310,60
2020,629337210,30
2020,629361210,60
2020,664019110,60
2020,664024210,60
2020,664029310,60
2020,664037210,60
2020,664061210,120
2020,664319110,60
2020,664324210,60
2020,664329310,60
2020,664337210,60
2020,664361210,120
2020,678219110,30
2020,678224210,45
2020,678229310,30
2020,678237210,30
2020,678261210,45
2020,690119110,60
2020,690124210,60
2020,690137210,60
2020,690161210,60
2020,400550310,12
2020,400550710,62
2020,400551010,11
2020,400552410,11
2020,400552810,11
2020,400552910,11
2020,400572910,14
2020,402519110,60
2020,402524210,60
2020,402529310,60
2020,402537210,60
2020,402561210,60
2020,410419110,60
2020,410424610,60
2020,410425110,90
2020,410429310,60
2020,410437010,60
2020,410461210,60
2020,411819110,60
2020,411824510,120
2020,411829310,60
2020,411837210,30
2020,411861210,60
2020,412300210,60
2020,412319110,60
2020,412324610,60
2020,412325110,120
2020,412335610,120
2020,412337210,120
2020,412361210,120
2020,413319110,60
2020,413324510,60
2020,413329310,60
2020,413337210,60
2020,413361210,60
2020,413361220,30
2020,413424210,60
2020,413429310,120
2020,413437210,60
2020,413519110,60
2020,413524210,60
2020,413524610,30
2020,413529310,60
2020,413537210,60
2020,413561210,60
2020,413619110,60
2020,413624210,60
2020,413629310,60
2020,413637210,60
2020,413699710,60
2020,413724210,120
2020,413729310,60
2020,413737210,120
2020,413761210,120
2020,413924210,120
2020,413929310,60
2020,413937210,60
2020,413937610,30
2020,413961210,60
2020,414119110,60
2020,414124510,30
2020,414161210,60
2020,414319110,54
2020,414324510,54
2020,414329310,54
2020,414337210,54
2020,414361210,54
2020,414419110,60
2020,414424210,60
2020,414424610,60
2020,414429310,60
2020,414461210,60
2020,414519110,60
2020,414524210,60
2020,414524610,60
2020,414529310,60
2020,414537210,30
2020,414561210,60
2020,414599510,30
2020,414719110,120
2020,414724210,120
2020,414724610,60
2020,414729310,90
2020,414737210,60
2020,414761210,120
2020,415100210,60
2020,415108210,60
2020,415119110,60
2020,415124210,60
2020,415124610,60
2020,415129310,60
2020,415137010,60
2020,415161210,60
2020,417108210,60
2020,417124210,60
2020,417124610,60
2020,417129310,60
2020,417137010,60
2020,417150710,60
2020,417161210,60
2020,417199510,60
2020,417219110,60
2020,417224210,120
2020,417229310,60
2020,417237210,60
2020,417261210,90
2020,417419110,60
2020,417424510,120
2020,417424610,60
2020,417429310,60
2020,417437210,120
2020,417461210,120
2020,417519110,60
2020,417524210,60
2020,417537210,60
2020,417561210,60
2020,417719110,60
2020,417724210,60
2020,417724610,60
2020,417737010,60
2020,417761210,60
2020,417919110,60
2020,417924210,60
2020,417929310,60
2020,417937010,60
2020,417999510,60
2020,418119110,30
2020,418124510,30
2020,418137210,30
2020,418161210,30
2020,419219110,60
2020,419224210,60
2020,419235610,60
2020,419261210,60
2020,419524210,60
2020,419529310,120
2020,419561210,120
2020,419619110,120
2020,419624210,60
2020,419661210,120
2020,419719110,30
2020,419724210,30
2020,419729310,30
2020,419737010,30
2020,419761210,30
2020,428519110,60
2020,428524610,60
2020,428529310,60
2020,428561210,120
2020,430219110,30
2020,430224510,54
2020,430237010,30
2020,430261210,30
2020,461319110,60
2020,461324510,60
2020,461329310,60
2020,461337210,30
2020,461361210,120
2020,464819110,60
2020,464829310,30
2020,464861210,30
2020,100550310,15
2020,100551710,15
2020,100552410,15
2020,100552710,15
2020,110124210,60
2020,110124610,60
2020,110135610,60
2020,110137210,120
2020,110161210,60
2020,110519110,120
2020,110519120,60
2020,110524210,120
2020,110524220,60
2020,110524610,120
2020,110537210,120
2020,110561210,120
2020,110561220,60
2020,110719110,120
2020,110724210,180
2020,110729310,60
2020,110737210,60
2020,110761210,60
2020,111419110,60
2020,111424210,180
2020,111424610,120
2020,111437210,120
2020,111461210,60
2020,111619110,60
2020,111624210,120
2020,111650710,60
2020,111661210,60
2020,111719110,120
2020,111724210,60
2020,111735610,30
2020,111761210,60
2020,111799510,60
2020,111924210,60
2020,111924610,60
2020,111937210,60
2020,111950710,45
2020,111961210,60
2020,112019110,60
2020,112024210,60
2020,112029310,60
2020,112037210,30
2020,112050710,30
2020,112061210,60
2020,112089310,30
2020,112124210,60
2020,112124610,60
2020,112137210,30
2020,112161210,30
2020,112319110,120
2020,112324210,60
2020,112337210,60
2020,112361210,120
2020,112519110,60
2020,112524210,30
2020,112529310,30
2020,112561210,60
2020,112619110,60
2020,112624210,30
2020,112629310,60
2020,112637210,30
2020,112661210,60
2020,112719110,60
2020,112724510,60
2020,112729310,60
2020,112737210,30
2020,112761210,60
2020,112819110,120
2020,112824210,120
2020,112824610,60
2020,112829310,120
2020,112837210,60
2020,113019110,30
2020,113024210,30
2020,113035610,30
2020,113037210,30
2020,113061210,30
2020,118019110,60
2020,118024210,30
2020,118029310,60
2020,118061210,60
2020,118219110,60
2020,118224210,60
2020,118229310,60
2020,118261210,60
2020,126519110,60
2020,126524210,60
2020,126535610,60
2020,126537210,60
2020,126561210,60
2020,126819110,30
2020,126824210,30
2020,126835610,30
2020,126837210,30
2020,126861210,30
2020,127619110,27
2020,127624510,27
2020,127629310,27
2020,127661210,27
2020,510819110,60
2020,510824510,60
2020,510824610,60
2020,510837210,60
2020,510846410,40
2020,510861210,120
2020,510919110,60
2020,510924510,120
2020,510924610,60
2020,510929310,60
2020,510937210,60
2020,510961210,120
2020,512119110,60
2020,512119120,60
2020,512121910,60
2020,512124510,120
2020,512124610,60
2020,512129310,60
2020,512129320,60
2020,512137210,60
2020,512137220,60
2020,512150710,60
2020,512161210,120
2020,512161220,60
2020,512199510,60
2020,512419110,60
2020,512424510,60
2020,512424610,60
2020,512429310,180
2020,512461210,180
2020,512524510,60
2020,512524610,60
2020,512529310,60
2020,512537210,60
2020,512550710,60
2020,512561210,60
2020,513019110,30
2020,513024510,30
2020,513029310,30
2020,513061210,120
2020,513919110,60
2020,513924510,60
2020,513924610,30
2020,513937210,60
2020,513937610,60
2020,513946410,30
2020,513950710,60
2020,513961210,120
2020,515119110,60
2020,515124510,120
2020,515124610,60
2020,515129310,60
2020,515137210,60
2020,515161210,120
2020,516119110,60
2020,516124610,60
2020,516129310,60
2020,516137210,60
2020,516161210,120
2020,516219110,120
2020,516224510,120
2020,516224610,60
2020,516229310,60
2020,516237210,60
2020,516237610,60
2020,516260610,60
2020,516261210,120
2020,517319110,60
2020,517324510,120
2020,517337210,30
2020,517361210,120
2020,517399510,30
2020,517719110,120
2020,517724510,60
2020,517724610,60
2020,517729310,60
2020,517737210,60
2020,517761210,120
2020,517799510,60
2020,517919110,60
2020,517924510,60
2020,517961210,60
2020,517962510,30
2020,518119110,60
2020,518124510,120
2020,518129310,120
2020,518137210,60
2020,518161210,120
2020,518219110,120
2020,518224510,60
2020,518229310,30
2020,518237210,60
2020,518261210,120
2020,518419110,27
2020,518424510,27
2020,518429310,30
2020,518437210,27
2020,518461210,27
2020,530319110,60
2020,530324510,60
2020,530329310,60
2020,530337210,60
2020,530361210,60
2020,533024510,60
2020,533024610,60
2020,533037210,60
2020,533061210,60
2020,533119110,120
2020,533124510,60
2020,533129310,60
2020,533137210,60
2020,533161210,120
2020,538019110,60
2020,538024510,60
2020,538029310,60
2020,538037210,60
2020,538061210,60
2020,538219110,60
2020,538224510,60
2020,538237210,30
2020,538261210,60
2020,539019110,60
2020,539024510,60
2020,539029310,60
2020,539037210,30
2020,539061210,60
2020,539092110,30
2020,539919110,30
2020,539924510,60
2020,539929310,30
2020,539961210,60
2020,540119110,45
2020,540124510,45
2020,540129310,45
2020,540161210,45
2020,540819110,60
2020,540824510,30
2020,540829310,30
2020,540837210,30
2020,540861210,60
2020,540924510,30
2020,540929310,30
2020,540937210,30
2020,540961210,60
2020,541119110,60
2020,541124510,60
2020,541129310,60
2020,541137210,30
2020,541161210,60
2020,541819110,60
2020,541824510,120
2020,541829310,60
2020,541861210,60
2020,600419110,60
2020,600424510,60
2020,600437210,60
2020,600446410,60
2020,600460210,60
2020,600461210,60
2020,612219110,120
2020,612224510,60
2020,612237210,60
2020,612261210,120
2020,612261220,120
2020,613819110,60
2020,613824510,60
2020,613824610,60
2020,613837210,30
2020,613861210,120
2020,613924510,60
2020,613924520,60
2020,613924610,60
2020,613924620,60
2020,613929310,60
2020,613929320,60
2020,613937210,120
2020,613961210,120
2020,613961220,60
2020,613984410,60
2020,613992110,60
2020,613999510,60
2020,614419110,60
2020,614424510,90
2020,614424610,60
2020,614437210,30
2020,614461210,150
2020,614524510,120
2020,614524610,60
2020,614529310,60
2020,614537210,120
2020,614561210,120
2020,614561220,60
2020,614919110,60
2020,614924510,120
2020,614924610,30
2020,614937210,60
2020,614961210,60
2020,615624510,120
2020,615624610,60
2020,615629310,60
2020,615637210,120
2020,615661210,120
2020,615661220,60
2020,616019110,120
2020,616019120,60
2020,616024510,60
2020,616037210,120
2020,616061210,120
2020,616061220,120
2020,617708210,60
2020,617719110,120
2020,617719120,60
2020,617724510,120
2020,617724520,60
2020,617724610,120
2020,617737210,180
2020,617737220,60
2020,617750710,60
2020,617760610,60
2020,617761210,240
2020,617761220,60
2020,617824510,240
2020,617824520,60
2020,617824610,120
2020,617837210,240
2020,617837220,60
2020,617861210,240
2020,617861220,120
2020,617919110,60
2020,617924510,120
2020,617961210,60
2020,618219110,120
2020,618224510,60
2020,618224520,60
2020,618224610,60
2020,618237210,120
2020,618261210,120
2020,618324510,60
2020,618337210,30
2020,618361210,60
2020,618419110,60
2020,618424510,60
2020,618424610,60
2020,618429310,60
2020,618437210,30
2020,618461210,120
2020,618524510,120
2020,618524520,60
2020,618524610,60
2020,618529310,60
2020,618537210,120
2020,618561210,240
2020,618719110,120
2020,618724510,120
2020,618724520,60
2020,618724610,60
2020,618737210,120
2020,618761210,120
2020,618761220,60
2020,620319110,60
2020,620324510,120
2020,620361210,90
2020,620362410,30
2020,620624510,120
2020,620624610,60
2020,620637210,30
2020,620646610,30
2020,620661210,60
2020,620719110,120
2020,620724510,180
2020,620724520,60
2020,620724610,60
2020,620729310,60
2020,620737210,180
2020,620746610,60
2020,620761210,180
2020,620761220,60
2020,620791610,60
2020,620799510,60
2020,627124510,180
2020,627124520,60
2020,627124610,180
2020,627137210,180
2020,627137220,60
2020,627219110,120
2020,627224510,120
2020,627224610,120
2020,627237210,120
2020,627246610,60
2020,627261210,120
2020,627262610,60
2020,627299510,120
2020,627424510,60
2020,627424610,60
2020,627429310,60
2020,627437210,120
2020,627461210,120
2020,627484310,60
2020,627519110,60
2020,627524510,60
2020,627524610,30
2020,627529310,60
2020,627537210,60
2020,627561210,120
2020,627819110,120
2020,627824510,60
2020,627824520,60
2020,627829310,60
2020,627837210,60
2020,627850710,60
2020,627861210,120
2020,627862510,60
2020,627862610,60
2020,628124510,120
2020,628124520,60
2020,628137210,120
2020,628161210,120
2020,628224510,60
2020,628224520,60
2020,628224610,60
2020,628229310,60
2020,628237210,60
2020,628237220,60
2020,628246610,60
2020,628299510,120
2020,628419110,60
2020,628424510,60
2020,628424610,60
2020,628429310,60
2020,628437210,60
2020,628461210,60
2020,628499510,60
2020,629819110,60
2020,629821910,60
